PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P124,Land and water Management project,"The Resilient Food System (RFS) project builds upon the existing systems, structures and capacities developed under the SLWMP to improve food security using a landscape and ecosystem approach.",,,,Yes,Yes,No,No,,government,MESTI,Upper West Region,,,,,,ghana_country-factsheet_2019.pdf (resilientfoodsystems.co),,"Isaac Charles Acquah
icacquah@hotmail.com
Kingsley Amoako
kingkwaw@yahoo.com",,,Community,Farming System,,,,,,,,,,,,,,,,
P124,Land and water Management project,"The Resilient Food System (RFS) project builds upon the existing systems, structures and capacities developed under the SLWMP to improve food security using a landscape and ecosystem approach.",,,,Yes,Yes,No,No,,government,MESTI,Upper East Region,,,,,,ghana_country-factsheet_2019.pdf (resilientfoodsystems.co),,"Isaac Charles Acquah
icacquah@hotmail.com
Kingsley Amoako
kingkwaw@yahoo.com",,,Community,Farming System,,,,,,,,,,,,,,,,
P124,Land and water Management project,"The Resilient Food System (RFS) project builds upon the existing systems, structures and capacities developed under the SLWMP to improve food security using a landscape and ecosystem approach.",,,,Yes,Yes,No,No,,government,MESTI,Northern Region,,,,,,ghana_country-factsheet_2019.pdf (resilientfoodsystems.co),,"Isaac Charles Acquah
icacquah@hotmail.com
Kingsley Amoako
kingkwaw@yahoo.com",,,Community,Farming System,,,,,,,,,,,,,,,,
P125,Cashew Development project,"The Cashew Development Project is designed to address identified constraints relating to cashew development in Ghana, and it is consistent with the Government of Ghana’s development strategies of poverty reduction, food security and agricultural diversification.",,,Crop Production,No,Yes,,,,government,Ministry of Food and Agriculture / Crop Services Directorate,,,,,2010,2023,Ghana - Cashew Development Project (afdb.org),,DELAHAYE Sebastien,,,small-scale cashew producers and processors,Farming System,,,,,,,,,,,,,,,,
P126,Ghana Landscape Restoration and Small Scale mining,The Project Development Objective is to strengthen integrated natural resource management and increase benefits to communities in targeted savannah and cocoa forest landscapesͥ,World Bank,WB,landscape management,No,Yes,No,No,,government,"MESTI, EPA, MLNR",Northern savannah,,,Ongoing,2021,2027,78555_GhanaBooklet.indd (epa.gov.gh), Sustainable crop and forest landscape management,,"Project Coordinator, PCU-MLNR P.O. Box M212, Ministries, Accra, Ghana Digital Address: GA-110-0371 Telephone: +233 (0) 307007106/0594875737 Email: mlnrinfo@mlnr.gov.gh Website: https://mlnr.gov.gh/index.php/ programs-projects/ghana-landscape-restoration-and-small-scale-mining-project/",,small-scale crop farmers,,Yes,"Improve food production and ecological integrity through investments in production and forest landscapes through the promotion of climate-smart agriculture, conservation, and restoration activities",,,,,,,,,,,,,,
P126,Ghana Landscape Restoration and Small Scale mining,The Project Development Objective is to strengthen integrated natural resource management and increase benefits to communities in targeted savannah and cocoa forest landscapesͥ,World Bank,WB,landscape management,No,Yes,No,No,,government,"MESTI, EPA, MLNR",Sudan savannah,,,Ongoing,2021,2027,78555_GhanaBooklet.indd (epa.gov.gh), Sustainable crop and forest landscape management,,"Project Coordinator, PCU-MLNR P.O. Box M212, Ministries, Accra, Ghana Digital Address: GA-110-0371 Telephone: +233 (0) 307007106/0594875737 Email: mlnrinfo@mlnr.gov.gh Website: https://mlnr.gov.gh/index.php/ programs-projects/ghana-landscape-restoration-and-small-scale-mining-project/",,small-scale crop farmers,,Yes,"Improve food production and ecological integrity through investments in production and forest landscapes through the promotion of climate-smart agriculture, conservation, and restoration activities",,,,,,,,,,,,,,
P127,PAVE Irrigation Project,The project facilitated the transfer and adoption of the Pave irrigation- an irrigation system that captures flood water for dry season vegetable farming.,Conservation Alliance,,Irrigation,Yes ,,,,,ngo,"Conservation Alliance (CA), International Fertilizer Development Centre (IFDC) and International Water Management Institute (IWMI)",Northern Region,,,,,,,Water management,,,,small holder farmers                                                                                                                                                               ,,,,,,,,,,,,Yes,Rainwater harvesting technology being promoted in Northern Ghana to serve as source of irrigation water for dry season farming. ,,,,
P127,PAVE Irrigation Project,The project facilitated the transfer and adoption of the Pave irrigation- an irrigation system that captures flood water for dry season vegetable farming.,Conservation Alliance,,Irrigation,Yes ,,,,,ngo,"Conservation Alliance (CA), International Fertilizer Development Centre (IFDC) and International Water Management Institute (IWMI)",Upper East Region,,,,,,,Water management,,,,small holder farmers                                                                                                                                                               ,,,,,,,,,,,,Yes,Rainwater harvesting technology being promoted in Northern Ghana to serve as source of irrigation water for dry season farming. ,,,,
P127,PAVE Irrigation Project,The project facilitated the transfer and adoption of the Pave irrigation- an irrigation system that captures flood water for dry season vegetable farming.,Conservation Alliance,,Irrigation,Yes ,,,,,ngo,"Conservation Alliance (CA), International Fertilizer Development Centre (IFDC) and International Water Management Institute (IWMI)",Upper West Region,,,,,,,Water management,,,,small holder farmers                                                                                                                                                               ,,,,,,,,,,,,Yes,Rainwater harvesting technology being promoted in Northern Ghana to serve as source of irrigation water for dry season farming. ,,,,
P128,ACHIMOTA ECOLOGICAL PARK PROJECT,"The Achimota Eco-Park concept provides a great opportunity for eco-tourism and environmentally-friendly, money-churning venture . This requires that the Achimota Forest is transform into a world-class eco-tourism enclave, from a traditional forest reserve into a world-class eco-tourism enclave",,,,,,,,,ngo,,,,,,,,https://fcghana.org/?page_id=1391,,,,,,Farming System,,,,,,,,,,,,,,,,
P129,BAMBOO & RATTAN DEVELOPMENT PROJECT,"This project aims at promoting the utilization of bamboo and rattan resources as alternative to timber wood and to create employment for the people of Ghana, thereby reduce poverty.",,,Forestry,,,,,,government,Forestry Commission,,,,,,,https://fcghana.org/?page_id=1392,,,,,,,,,,,,,,,,,,,,,,
P130, Forest Preservation Programme (FPP),"support measures towards forest conservation in ghana by providing equipment, materials and services while using Japanese products and technology if possible to achieve Green Ghana",,,Forestry,,,,,,government,Forestry Commission,,,,,,,https://fcghana.org/?page_id=1393,,,,,,Farming System,,,,,,,,,,,,,,,,
P131,Forest Resources Management Project (FORUM),"The project aims at reducing the degradation of forest resources in the Volta Region through the protection of the remaining natural forest, rehabilitation of degraded forest reserves and the promotion of private woodlot establishment",Africaan Development Fund,ADF,Forestry,,,,,,government,Forestry Commission,Volta Region,,,Completed,,2008,https://fcghana.org/?page_id=1394,,,,,,Farming System,,,,,,,,,,,,,,,,
P132,Government Plantation Development Programme (HIPC),"It aims at rehabilitating degraded foret reserves in suitable off-reserve areas, mangroves, waterheds, planting of amenity trees in urban areas and creating employment for the youth in the rural and urban communities",,,Forestry,,,,,,government,Forestry Commission,,,,,,,https://fcghana.org/?page_id=1395,,,,,,Farming System,,,,,,,,,,,,,,,,
P133,Natural Resources and Environmental Governance Programme (NREG),NREG is designed to provide annual Sector Budget Support and to sustain the implementation of broad programme of Natural Resources Governance and Environmenta reforms and innovation for the government.,,,Forestry,,,,,,government,Forestry Commission,,,,,,2008,https://fcghana.org/?page_id=1396,,,,,,,,,,,,,,,,,,,,,,
P134,Non-Legally Binding Instrument on all Types of Forests in Ghana (NLBI),The objective of this pilot project is to support Ghana to move in the implementation of the non-legally binding instrument on all types of forests. The experiences generated will be very useful for other countries that embark on implementation of the NLBI and for possible future support to countries through the extension of the project.,,,Forestry,,,,,,government,Forestry Commission,,,,,,,https://fcghana.org/?page_id=1397,,,,,,,,,,,,,,,,,,,,,,
P135,National Forest Programme Facility (NFP), safequarding the benefits due to farmers participating in the Modified Taungya Plantation Scheme,,,Forestry,,,,,,government,Forestry Commission,,,,,,,https://fcghana.org/?page_id=1398,,,,,,,,,,,,,,,,,,,,,,
P136,Sustainable Development of Rain-fed Lowland Rice Production Project I,Dissemination of the model for sustainable rain-fed lowland rice development is accelerated within the Project Area,,,Crop Production,Yes,Yes,No,No,,government,"Crop Service Directorate (CSD), MoFA",Northern Region,"Atwima Mponua, Ahafo Ano North, Adansi North, Adansi Asokwa (Created from Adansi North), Adansi South, Asante Akim North, Sekyere Central, Ejura Sekyedumase, Offinso North, Afigya Kwabre North (Created Afigya Kwabre), Afigya Kwabre South, Amansie West, Asante Akim South, Mampong Municipal, Sekyere East, Sekyere South, Sekyere Kumawu, Sekyere Afram Plains, Amansie Central, Atwima Nwabiagya Municipal, Atwima Nwabiagya North (Created from Atwima Nwabiagya), Bosome Freho, Bekwai Municipal. Tamale Metropolitan, Sagnerigu Municipal, Zabzugu, Gushegu Municipal, Savelugu Municipal, Nanton (Created from Savelugu), Mion, Kumbungu, Tolon, Yendi Municipal, Karaga, West Mamprusi Municipal, North East, Mamprugu Moagduri (Created from West Mamprusi), East Mamprusi Municipal, Chereponi, Central Gonja, Savanna, East Gonja Municipal, North East Gonja (Created from East Gonja)",,Completed,2009,2014,https://mofa.gov.gh/site/projects/50-sustainable-development-of-rain-fed-lowland-rice-production-project,,,,Rice,"30 RADU and DADU staff and 1,000 farmers",,Yes,Increased Productivity and profitability of rice farming in rain-fed lowland in Project Area,,,,,,,,,,,,,,
P136,Sustainable Development of Rain-fed Lowland Rice Production Project I,Dissemination of the model for sustainable rain-fed lowland rice development is accelerated within the Project Area,,,Crop Production,Yes,Yes,No,No,,government,"Crop Service Directorate (CSD), MoFA",Ashanti Region,"Atwima Mponua, Ahafo Ano North, Adansi North, Adansi Asokwa (Created from Adansi North), Adansi South, Asante Akim North, Sekyere Central, Ejura Sekyedumase, Offinso North, Afigya Kwabre North (Created Afigya Kwabre), Afigya Kwabre South, Amansie West, Asante Akim South, Mampong Municipal, Sekyere East, Sekyere South, Sekyere Kumawu, Sekyere Afram Plains, Amansie Central, Atwima Nwabiagya Municipal, Atwima Nwabiagya North (Created from Atwima Nwabiagya), Bosome Freho, Bekwai Municipal. Tamale Metropolitan, Sagnerigu Municipal, Zabzugu, Gushegu Municipal, Savelugu Municipal, Nanton (Created from Savelugu), Mion, Kumbungu, Tolon, Yendi Municipal, Karaga, West Mamprusi Municipal, North East, Mamprugu Moagduri (Created from West Mamprusi), East Mamprusi Municipal, Chereponi, Central Gonja, Savanna, East Gonja Municipal, North East Gonja (Created from East Gonja)",,Completed,2009,2014,https://mofa.gov.gh/site/projects/50-sustainable-development-of-rain-fed-lowland-rice-production-project,,,,Rice,"30 RADU and DADU staff and 1,000 farmers",,Yes,Increased Productivity and profitability of rice farming in rain-fed lowland in Project Area,,,,,,,,,,,,,,
P137,Sustainable Development of Rain-fed Lowland Rice Production Project II," dissemination of improved cultivation techniques in 35 MMDAs in 2 regions (later 41 MMDAs in 4 regions),
contributing to the increase of domestic rice production. It also intends to build capacities of the
Regions as well as MMDAs to manage and finance their rice extension activities.",,,Crop Production,Yes,Yes,No,No,,government,"Crop Service Directorate (CSD), MoFA",Northern Region,"Atwima Mponua, Ahafo Ano North, Adansi North, Adansi Asokwa (Created from Adansi North), Adansi South, Asante Akim North, Sekyere Central, Ejura Sekyedumase, Offinso North, Afigya Kwabre North (Created Afigya Kwabre), Afigya Kwabre South, Amansie West, Asante Akim South, Mampong Municipal, Sekyere East, Sekyere South, Sekyere Kumawu, Sekyere Afram Plains, Amansie Central, Atwima Nwabiagya Municipal, Atwima Nwabiagya North (Created from Atwima Nwabiagya), Bosome Freho, Bekwai Municipal. Tamale Metropolitan, Sagnerigu Municipal, Zabzugu, Gushegu Municipal, Savelugu Municipal, Nanton (Created from Savelugu), Mion, Kumbungu, Tolon, Yendi Municipal, Karaga, West Mamprusi Municipal, North East, Mamprugu Moagduri (Created from West Mamprusi), East Mamprusi Municipal, Chereponi, Central Gonja, Savanna, East Gonja Municipal, North East Gonja (Created from East Gonja)",,Completed,2016,2021,https://openjicareport.jica.go.jp/pdf/12358354_01.pdf,,,,Rice,,,,,,,,,,,,,,,,,,
